cena,povrsina,grejanje,spratnost,infrastruktura,udaljenost_od_centra
182000.0,58.0,centralno grejanje,6,nema,4.2896973851783615
66000.0,40.0,grejanje na struju,prizemlje,nema,5.8233180930554855
93000.0,66.0,etažno grejanje,3,ima,4.983719277260633
104900.0,54.0,centralno grejanje,3,ima,7.356849868820598
82000.0,41.0,centralno grejanje,prizemlje,nema,4.4444355205624415
72000.0,59.0,grejanje na struju,4,nema,9.552385778744922
89000.0,58.0,centralno grejanje,suteren,nema,0.8634310925834158
90000.0,36.0,centralno grejanje,5,nema,10.502604695310662
189000.0,58.0,etažno grejanje,3,nema,0.20388356375211436
180000.0,65.0,centralno grejanje,7,ima,0.1770917255028764
65000.0,100.0,etažno grejanje,prizemlje,ima,5.747045919697405
89000.0,41.0,centralno grejanje,2,ima,7.054235049411947
200000.0,100.0,centralno grejanje,2,nema,7.804169995433672
119000.0,64.0,centralno grejanje,7,ima,6.703099944683712
185000.0,70.0,grejanje na struju,prizemlje,nema,0.9191799188218671
185000.0,70.0,grejanje na struju,prizemlje,nema,0.9191799188218671
74000.0,35.0,etažno grejanje,2,ima,3.435204227922716
111500.0,77.0,etažno grejanje,2,nema,7.2220306934977545
130000.0,48.0,centralno grejanje,1,ima,2.015341040269244
106000.0,60.0,centralno grejanje,1,ima,4.2896973851783615
64200.0,48.0,grejanje na struju,5,ima,3.850068150212584
43000.0,40.0,etažno grejanje,1,nema,9.096995218798043
220000.0,100.0,centralno grejanje,4,nema,7.7467030117958995
129900.0,58.0,etažno grejanje,5,nema,2.4678766570974933
273888.0,89.0,centralno grejanje,5,ima,1.5824817767765371
282888.0,79.0,centralno grejanje,1,ima,1.5824817767765371
179900.0,79.0,centralno grejanje,5,nema,1.4548943184742753
165000.0,75.0,centralno grejanje,1,nema,5.016080328283931
240000.0,60.0,centralno grejanje,1,nema,0.6491339966627081
160000.0,73.0,centralno grejanje,1,nema,6.703099944683712
109000.0,59.0,centralno grejanje,prizemlje,nema,7.188120923795272
190000.0,79.0,grejanje na struju,2,ima,0.8414132210315118
197600.0,80.0,centralno grejanje,prizemlje,nema,3.6478774800042033
156000.0,87.0,centralno grejanje,1,ima,5.996472446468091
80000.0,94.0,centralno grejanje,prizemlje,nema,7.704070809595254
140000.0,134.0,centralno grejanje,3,nema,6.702364740260574
349900.0,84.0,kaljeva peć,1,ima,0.5818897201167976
110000.0,50.0,centralno grejanje,2,nema,2.827239875322618
60200.0,43.0,etažno grejanje,2,ima,8.830291345745577
39200.0,28.0,etažno grejanje,2,ima,8.830291345745577
175000.0,80.0,centralno grejanje,1,ima,2.4678766570974933
1285888.0,150.0,centralno grejanje,4,nema,1.5824817767765371
294888.0,80.0,centralno grejanje,2,ima,1.5824817767765371
378000.0,150.0,grejanje na struju,prizemlje,nema,0.9191799188218671
45000.0,42.0,etažno grejanje,3,nema,7.827218483058887
170000.0,95.0,centralno grejanje,1,ima,6.703099944683712
140000.0,78.0,centralno grejanje,1,nema,6.703099944683712
395000.0,126.0,centralno grejanje,1,ima,2.481592040809877
242000.0,89.0,etažno grejanje,2,ima,0.43480068682438894
99900.0,60.0,etažno grejanje,2,ima,2.611054211530073
195000.0,90.0,centralno grejanje,3,nema,5.534553728293426
81000.0,60.0,etažno grejanje,2,ima,6.806035518955173
349000.0,130.0,centralno grejanje,4,ima,3.0769700838857887
80000.0,45.0,etažno grejanje,prizemlje,ima,2.9302148089207245
122000.0,60.0,centralno grejanje,1,nema,3.7174731994575376
249000.0,107.0,centralno grejanje,prizemlje,ima,4.694766338885691
140000.0,74.0,centralno grejanje,prizemlje,nema,5.734952534985343
178000.0,70.0,etažno grejanje,1,ima,6.389225353504321
138000.0,51.0,centralno grejanje,6,ima,1.8788327208475573
155000.0,68.0,centralno grejanje,7,nema,3.598249175501236
30000.0,47.0,grejanje na struju,prizemlje,ima,7.146139580736764
51000.0,34.0,grejanje na struju,suteren,nema,1.5713930426527032
47250.0,35.0,etažno grejanje,5,nema,4.99686924357952
36450.0,27.0,etažno grejanje,5,ima,4.99686924357952
154500.0,75.0,etažno grejanje,1,ima,2.0540124333614065
219000.0,45.0,grejanje na struju,2,nema,0.19231760178087196
118000.0,115.0,centralno grejanje,3,ima,9.18213622475052
237000.0,79.0,centralno grejanje,2,ima,0.40157234443861617
240000.0,80.0,etažno grejanje,3,ima,2.5909864472362703
102000.0,40.0,grejanje na struju,6,ima,2.2590395219412804
155000.0,47.0,centralno grejanje,2,ima,4.2896973851783615
85000.0,50.0,etažno grejanje,prizemlje,ima,5.989532100844867
55100.0,54.0,etažno grejanje,potkrovlje,nema,7.892274174086491
171300.0,86.0,grejanje na struju,1,ima,2.4115126846576858
95000.0,44.0,centralno grejanje,prizemlje,ima,5.224788083448762
188000.0,94.0,centralno grejanje,1,ima,4.2896973851783615
422888.0,105.0,centralno grejanje,1,nema,0.6491339966627081
70000.0,40.0,etažno grejanje,3,ima,7.913254871980957
87000.0,31.0,centralno grejanje,prizemlje,ima,3.5452993374166537
75000.0,35.0,etažno grejanje,2,ima,3.24036261332562
78000.0,50.0,norveški radijatori,prizemlje,nema,7.085133108972692
120000.0,41.0,centralno grejanje,1,nema,0.7767002157828758
80000.0,45.0,centralno grejanje,1,ima,8.613544766740686
101000.0,53.0,centralno grejanje,4,ima,7.471627532636062
269900.0,102.0,centralno grejanje,1,nema,2.774250869507895
350000.0,102.0,centralno grejanje,1,ima,0.43480068682438894
720000.0,150.0,centralno grejanje,3,ima,0.19231760178087196
95000.0,44.0,centralno grejanje,prizemlje,ima,5.224788083448762
91600.0,44.0,centralno grejanje,1,ima,6.703099944683712
162900.0,80.0,centralno grejanje,4,ima,3.69959773696594
350000.0,153.0,centralno grejanje,4,ima,0.8314840446689925
178900.0,105.0,centralno grejanje,6,ima,0.5006436499952753
259000.0,100.0,centralno grejanje,6,ima,3.7174731994575376
130000.0,64.0,grejanje na struju,2,ima,1.748708858031744
285000.0,83.0,centralno grejanje,2,ima,0.19231760178087196
300000.0,155.0,centralno grejanje,1,ima,4.0735116550314645
123000.0,46.0,centralno grejanje,3,ima,1.1804777379144709
510000.0,169.0,centralno grejanje,4,ima,2.0715103600216773
99000.0,49.0,centralno grejanje,1,ima,6.090822788781496
118000.0,97.0,centralno grejanje,3,ima,9.18213622475052
127500.0,72.0,centralno grejanje,2,ima,2.015341040269244
185000.0,71.0,centralno grejanje,5,ima,0.9833333122786232
91600.0,44.0,centralno grejanje,1,ima,6.703099944683712
95000.0,90.0,centralno grejanje,6,ima,6.656341425045192
299000.0,115.0,grejanje na struju,1,ima,2.8643540525595643
112500.0,75.0,centralno grejanje,1,ima,2.524477503989631
135000.0,55.0,centralno grejanje,1,ima,2.4678766570974933
103000.0,51.0,centralno grejanje,prizemlje,nema,3.479047970110821
130000.0,68.0,centralno grejanje,5,ima,2.3352096230674784
177000.0,103.0,centralno grejanje,2,ima,1.6590151136231073
92000.0,44.0,centralno grejanje,1,ima,6.703099944683712
135000.0,49.0,etažno grejanje,prizemlje,ima,0.28844225336857204
206000.0,137.0,etažno grejanje,prizemlje,ima,6.737436767057152
118000.0,59.0,centralno grejanje,prizemlje,ima,4.983719277260633
180000.0,90.0,centralno grejanje,prizemlje,ima,4.983719277260633
195000.0,81.0,centralno grejanje,3,ima,3.3050992752682777
128000.0,68.0,etažno grejanje,5,nema,2.627957551336704
50000.0,42.0,grejanje na gas,4,ima,7.46301082402878
150000.0,71.0,centralno grejanje,1,nema,6.703099944683712
100000.0,63.0,centralno grejanje,4,ima,6.504240800467808
180000.0,85.0,centralno grejanje,4,ima,3.479047970110821
125000.0,55.0,etažno grejanje,3,ima,7.804169995433672
150000.0,98.0,centralno grejanje,6,ima,7.054235049411947
150000.0,87.0,etažno grejanje,prizemlje,ima,6.1251923754314195
86000.0,43.0,centralno grejanje,1,ima,4.983719277260633
86000.0,43.0,centralno grejanje,2,ima,4.983719277260633
11825.0,55.0,centralno grejanje,2,ima,4.1416484160727824
105000.0,55.0,centralno grejanje,5,ima,7.2589166179330125
158000.0,61.0,centralno grejanje,prizemlje,nema,2.0715103600216773
199000.0,73.0,centralno grejanje,1,nema,2.0715103600216773
114000.0,65.0,centralno grejanje,4,ima,5.435737045651269
225000.0,90.0,centralno grejanje,prizemlje,nema,3.7025546503348488
175000.0,89.0,centralno grejanje,6,nema,0.42666109115793055
185000.0,95.0,centralno grejanje,4,ima,4.142521076655837
49000.0,70.0,grejanje na struju,3,nema,12.012409359592759
106000.0,82.0,etažno grejanje,2,ima,7.343773769831586
87000.0,58.0,centralno grejanje,prizemlje,nema,7.041499802502863
190000.0,86.0,centralno grejanje,4,ima,1.1804777379144709
135000.0,65.0,centralno grejanje,5,ima,6.703099944683712
435000.0,183.0,etažno grejanje,4,ima,4.312207072252743
149000.0,66.0,centralno grejanje,1,ima,5.478979686100881
75000.0,49.0,centralno grejanje,prizemlje,ima,6.504240800467808
88000.0,39.0,etažno grejanje,6,ima,0.8414132210315118
70000.0,40.0,etažno grejanje,3,ima,7.913254871980957
178200.0,66.0,grejanje na gas,prizemlje,ima,2.3117882618405594
118000.0,97.0,centralno grejanje,3,ima,9.18213622475052
275000.0,162.0,etažno grejanje,3,ima,4.063795519546777
130000.0,80.0,norveški radijatori,1,ima,7.071310588293547
125000.0,54.0,centralno grejanje,6,nema,3.5801516292213327
195000.0,65.0,grejanje na struju,2,ima,2.599148171316924
351000.0,117.0,podno grejanje,3,ima,0.4782214245508864
115000.0,66.0,centralno grejanje,4,ima,7.054235049411947
63245.0,49.0,etažno grejanje,1,ima,7.355433915187332
114900.0,33.0,centralno grejanje,3,nema,10.377915281956515
44000.0,44.0,grejanje na struju,1,ima,8.830291345745577
299000.0,114.0,etažno grejanje,1,ima,2.8643540525595643
185000.0,95.0,centralno grejanje,4,ima,4.142521076655837
324000.0,120.0,centralno grejanje,5,ima,6.055042101458558
369000.0,117.0,centralno grejanje,5,ima,0.6652810056094814
114398.0,65.0,etažno grejanje,prizemlje,ima,8.669894744518333
76085.0,43.0,etažno grejanje,prizemlje,ima,8.669894744518333
93000.0,30.0,etažno grejanje,3,nema,0.376427999293552
109000.0,44.0,TA peć,4,nema,2.0715103600216773
79200.0,40.0,etažno grejanje,prizemlje,ima,5.181301387792414
159600.0,76.0,centralno grejanje,2,ima,3.764078274853378
128100.0,61.0,centralno grejanje,3,ima,3.764078274853378
132000.0,60.0,centralno grejanje,prizemlje,ima,3.24036261332562
254100.0,121.0,centralno grejanje,4,ima,3.764078274853378
250000.0,108.0,centralno grejanje,2,ima,3.950811411244675
178000.0,56.0,centralno grejanje,4,ima,4.6661407987926635
62000.0,36.0,centralno grejanje,4,nema,6.626268161439737
125000.0,53.0,centralno grejanje,1,ima,2.9237524605717438
72000.0,44.0,etažno grejanje,prizemlje,ima,7.40318494559358
100000.0,64.0,centralno grejanje,suteren,nema,0.8314840446689925
235000.0,162.0,grejanje na gas,1,ima,6.086457396920171
99000.0,60.0,grejanje na struju,5,nema,1.9060570089769309
149000.0,86.0,centralno grejanje,4,ima,7.286857542584318
220000.0,91.0,etažno grejanje,4,ima,0.4500688311102184
159000.0,84.0,centralno grejanje,5,ima,1.6590151136231073
239400.0,126.0,norveški radijatori,3,ima,4.499790019201623
319000.0,138.0,centralno grejanje,1,ima,2.8593139939592227
295000.0,108.0,etažno grejanje,prizemlje,ima,2.58798517463868
105000.0,60.0,etažno grejanje,2,nema,7.471627532636062
160000.0,80.0,centralno grejanje,5,ima,6.086457396920171
2330.0,46.0,centralno grejanje,prizemlje,ima,3.5452277188867014
2330.0,67.0,centralno grejanje,3,ima,3.5452277188867014
108000.0,80.0,centralno grejanje,1,ima,6.19034668998448
118264.0,70.0,etažno grejanje,1,ima,8.669894744518333
232000.0,147.0,etažno grejanje,6,ima,8.669894744518333
128000.0,65.0,norveški radijatori,1,ima,5.052140259667776
91200.0,46.0,centralno grejanje,7,ima,5.954522512176031
195000.0,78.0,centralno grejanje,6,ima,5.996472446468091
51000.0,30.0,norveški radijatori,prizemlje,nema,3.860279652351216
115000.0,49.0,centralno grejanje,1,ima,4.258868203028122
107000.0,40.0,centralno grejanje,prizemlje,ima,1.5698361860755208
90000.0,28.0,grejanje na struju,prizemlje,nema,2.2093903650525366
650000.0,160.0,grejanje na struju,prizemlje,nema,0.2594283414770656
75000.0,50.0,centralno grejanje,prizemlje,ima,6.806035518955173
175000.0,120.0,centralno grejanje,5,ima,6.457073266366132
336000.0,102.0,centralno grejanje,2,ima,2.725412704784268
275000.0,162.0,etažno grejanje,3,ima,4.063795519546777
199000.0,94.0,centralno grejanje,4,nema,1.6873991474342178
272000.0,140.0,etažno grejanje,2,ima,4.291436980957841
129000.0,71.0,centralno grejanje,4,ima,4.7501326520510085
128000.0,65.0,norveški radijatori,2,ima,5.052140259667776
116000.0,62.0,norveški radijatori,3,ima,5.052140259667776
116000.0,62.0,norveški radijatori,1,ima,5.052140259667776
128000.0,65.0,norveški radijatori,3,ima,5.052140259667776
99300.0,71.0,etažno grejanje,prizemlje,ima,10.47271997222436
82000.0,59.0,etažno grejanje,1,ima,10.47271997222436
182941.0,83.0,etažno grejanje,5,ima,7.471627532636062
155600.0,89.0,etažno grejanje,3,ima,6.359305124927691
168300.0,95.0,etažno grejanje,3,ima,6.359305124927691
104500.0,81.0,etažno grejanje,2,ima,5.998788395003087
38300.0,28.0,etažno grejanje,suteren,nema,10.47271997222436
91450.0,59.0,etažno grejanje,2,ima,10.47271997222436
70550.0,44.0,etažno grejanje,prizemlje,ima,10.47271997222436
81325.0,51.0,etažno grejanje,2,ima,10.47271997222436
177000.0,95.0,centralno grejanje,1,ima,6.703099944683712
84100.0,60.0,etažno grejanje,prizemlje,ima,10.47271997222436
124500.0,75.0,centralno grejanje,2,ima,4.188025893824067
280000.0,111.0,etažno grejanje,6,ima,6.981740222984074
98000.0,66.0,centralno grejanje,3,ima,7.511950485073424
89000.0,50.0,centralno grejanje,2,ima,3.613281493062914
110000.0,61.0,etažno grejanje,prizemlje,nema,4.411817914907254
250000.0,113.0,grejanje na struju,2,nema,2.7796690023091792
140000.0,118.0,grejanje na gas,3,ima,5.6373748867773035
49000.0,30.0,centralno grejanje,3,nema,5.132286152175055
50000.0,32.0,centralno grejanje,3,ima,5.132286152175055
128000.0,92.0,centralno grejanje,prizemlje,ima,7.054235049411947
270000.0,100.0,podno grejanje,prizemlje,nema,1.1269364512147817
299000.0,115.0,etažno grejanje,1,ima,2.8643540525595643
330000.0,150.0,centralno grejanje,6,nema,2.627957551336704
159000.0,85.0,centralno grejanje,1,nema,2.827239875322618
99000.0,53.0,centralno grejanje,2,nema,5.8965261101217115
140000.0,84.0,etažno grejanje,1,ima,4.336167775474787
54000.0,47.0,etažno grejanje,1,nema,9.49832280401498
90000.0,79.0,centralno grejanje,4,ima,7.913254871980957
120000.0,57.0,grejanje na struju,1,nema,1.192487245246194
131000.0,69.0,centralno grejanje,1,ima,6.703099944683712
296888.0,80.0,centralno grejanje,1,ima,0.6491339966627081
271888.0,80.0,centralno grejanje,1,ima,0.6491339966627081
525000.0,199.0,grejanje na struju,3,ima,0.8314840446689925
144000.0,85.0,centralno grejanje,2,ima,3.5217929773411343
394888.0,111.0,centralno grejanje,1,nema,0.6491339966627081
67000.0,24.0,grejanje na struju,2,nema,2.939620121983435
105300.0,39.0,grejanje na gas,prizemlje,ima,2.3117882618405594
178200.0,66.0,grejanje na gas,1,ima,2.3117882618405594
176888.0,58.0,centralno grejanje,1,ima,0.6491339966627081
273888.0,79.0,centralno grejanje,1,ima,0.6491339966627081
367888.0,119.0,centralno grejanje,2,ima,0.6491339966627081
175888.0,60.0,centralno grejanje,2,ima,0.6491339966627081
194888.0,58.0,centralno grejanje,1,ima,0.6491339966627081
389888.0,115.0,centralno grejanje,5,ima,0.6491339966627081
229000.0,105.0,centralno grejanje,6,ima,2.2667982715170445
120000.0,84.0,centralno grejanje,1,ima,7.085133108972692
275888.0,89.0,centralno grejanje,6,ima,0.6491339966627081
75000.0,45.0,centralno grejanje,1,ima,7.339728780020617
185000.0,84.0,centralno grejanje,3,ima,2.827239875322618
283888.0,86.0,centralno grejanje,1,ima,0.6491339966627081
118000.0,97.0,centralno grejanje,3,ima,9.18213622475052
50000.0,25.0,grejanje na struju,prizemlje,nema,1.192487245246194
70000.0,53.0,etažno grejanje,1,ima,8.557582655252777
111900.0,80.0,etažno grejanje,2,ima,10.47271997222436
101600.0,73.0,etažno grejanje,prizemlje,ima,10.47271997222436
103100.0,71.0,etažno grejanje,1,ima,10.47271997222436
185000.0,95.0,centralno grejanje,4,ima,4.142521076655837
164900.0,77.0,centralno grejanje,4,ima,4.258868203028122
150000.0,57.0,etažno grejanje,1,ima,3.377982575477005
108000.0,43.0,centralno grejanje,1,nema,4.341494276123049
195000.0,85.0,centralno grejanje,1,ima,2.827239875322618
190000.0,55.0,grejanje na struju,1,ima,3.7174731994575376
83000.0,62.0,centralno grejanje,2,ima,5.757537775658121
195900.0,73.0,centralno grejanje,5,ima,0.5881999352534308
84990.0,78.0,grejanje na gas,prizemlje,nema,10.882360901039483
219900.0,102.0,etažno grejanje,1,ima,2.7784614636585467
127500.0,52.0,etažno grejanje,4,nema,4.297332714165572
389000.0,220.0,etažno grejanje,prizemlje,ima,6.434785833305329
117000.0,33.0,centralno grejanje,3,nema,1.247215796362258
95000.0,33.0,centralno grejanje,2,ima,4.621981593511354
99000.0,51.0,grejanje na struju,prizemlje,nema,4.414797131614703
83000.0,49.0,grejanje na struju,prizemlje,ima,8.324047464945231
294000.0,142.0,etažno grejanje,prizemlje,nema,1.1804777379144709
220000.0,97.0,centralno grejanje,1,ima,2.8687036292016748
96000.0,110.0,centralno grejanje,3,ima,11.78424615756524
482800.0,136.0,centralno grejanje,prizemlje,ima,2.32671064325996
60000.0,23.0,centralno grejanje,7,ima,0.2507635202879382
226730.0,106.0,centralno grejanje,2,ima,2.266956648004008
117000.0,39.0,centralno grejanje,3,nema,0.2507635202879382
116000.0,57.0,centralno grejanje,1,ima,5.052140259667776
116000.0,57.0,centralno grejanje,3,ima,5.052140259667776
130000.0,65.0,centralno grejanje,1,ima,5.052140259667776
130000.0,65.0,centralno grejanje,2,ima,5.052140259667776
130000.0,65.0,centralno grejanje,3,ima,5.052140259667776
63000.0,45.0,etažno grejanje,2,ima,6.506360209804863
70000.0,50.0,etažno grejanje,suteren,nema,6.506360209804863
54600.0,39.0,etažno grejanje,1,nema,6.506360209804863
130000.0,75.0,centralno grejanje,1,ima,3.712343579569145
165000.0,119.0,etažno grejanje,potkrovlje,ima,4.795992586236936
53989.0,42.0,etažno grejanje,prizemlje,ima,7.355433915187332
75000.0,78.0,etažno grejanje,prizemlje,ima,2.0715103600216773
275000.0,83.0,centralno grejanje,2,ima,1.293319325211754
60000.0,47.0,norveški radijatori,5,ima,7.30409559782674
132860.0,60.0,etažno grejanje,4,ima,7.804169995433672
160000.0,100.0,grejanje na struju,3,ima,1.9211823534565458
149000.0,66.0,centralno grejanje,2,ima,5.478979686100881
149000.0,66.0,centralno grejanje,1,nema,5.478979686100881
144000.0,85.0,centralno grejanje,2,ima,3.5217929773411343
240000.0,142.0,etažno grejanje,2,nema,4.795992586236936
132000.0,68.0,centralno grejanje,5,ima,2.6272298710712385
75000.0,45.0,centralno grejanje,prizemlje,nema,7.339728780020617
91900.0,39.0,centralno grejanje,1,nema,4.297332714165572
108040.0,50.0,etažno grejanje,3,ima,7.804169995433672
119990.0,95.0,etažno grejanje,4,ima,7.804169995433672
98000.0,49.0,centralno grejanje,1,ima,6.090822788781496
290000.0,91.0,centralno grejanje,4,ima,3.025557359605214
90000.0,39.0,centralno grejanje,1,nema,4.297332714165572
102000.0,73.0,etažno grejanje,1,ima,7.2220306934977545
348000.0,116.0,centralno grejanje,3,ima,1.5784521202377004
347000.0,111.0,centralno grejanje,3,ima,1.5784521202377004
125000.0,107.0,centralno grejanje,prizemlje,ima,3.897615859437283
355888.0,115.0,centralno grejanje,5,ima,0.6491339966627081
265888.0,93.0,centralno grejanje,2,ima,0.6491339966627081
217888.0,72.0,centralno grejanje,6,ima,0.6491339966627081
135000.0,91.0,centralno grejanje,2,ima,2.1371742742363518
114900.0,67.0,etažno grejanje,prizemlje,ima,8.948098802216819
95000.0,60.0,centralno grejanje,4,nema,5.313126204117936
305000.0,174.0,etažno grejanje,5,ima,2.2927543237592536
78400.0,55.0,grejanje na struju,3,ima,7.367339539858822
135000.0,46.0,centralno grejanje,prizemlje,nema,0.20388356375211436
102000.0,48.0,grejanje na struju,4,ima,0.6058232092352592
74900.0,42.0,grejanje na struju,prizemlje,nema,0.754555467227327
142000.0,80.0,centralno grejanje,7,ima,4.819512615933963
85000.0,56.0,TA peć,4,ima,6.820608723997286
285000.0,109.0,etažno grejanje,2,ima,0.6058232092352592
337000.0,173.0,centralno grejanje,5,ima,3.158271879518493
83900.0,48.0,TA peć,5,nema,4.621981593511354
162000.0,91.0,centralno grejanje,3,ima,7.054235049411947
140420.0,72.0,etažno grejanje,1,ima,7.804169995433672
90970.0,41.0,etažno grejanje,1,ima,7.804169995433672
59000.0,38.0,grejanje na struju,4,ima,6.055042101458558
101500.0,47.0,etažno grejanje,2,ima,6.312138077856624
165000.0,71.0,centralno grejanje,1,ima,4.142521076655837
177000.0,103.0,centralno grejanje,2,ima,1.6590151136231073
140000.0,61.0,centralno grejanje,prizemlje,nema,3.5723133881989915
269000.0,86.0,centralno grejanje,2,ima,1.879773134031805
220000.0,84.0,grejanje na struju,3,ima,2.6029079555583605
94000.0,50.0,centralno grejanje,1,ima,4.037884463423132
90000.0,39.0,centralno grejanje,1,nema,4.297332714165572
120650.0,54.0,etažno grejanje,2,ima,7.804169995433672
201000.0,97.0,grejanje na struju,2,ima,1.4606652454625202
67000.0,52.0,etažno grejanje,4,ima,7.355433915187332
259900.0,73.0,grejanje na struju,5,ima,0.28620330306400016
97000.0,81.0,etažno grejanje,5,ima,7.355433915187332
160000.0,101.0,centralno grejanje,5,ima,3.7174731994575376
147000.0,78.0,centralno grejanje,1,ima,2.015341040269244
1400.0,50.0,grejanje na struju,1,nema,3.481599890375469
80000.0,54.0,etažno grejanje,1,nema,4.3195376976785065
415000.0,106.0,centralno grejanje,1,nema,4.493348355195524
140000.0,41.0,centralno grejanje,prizemlje,nema,0.376427999293552
87800.0,47.0,etažno grejanje,2,ima,3.712343579569145
91630.0,49.0,etažno grejanje,2,ima,3.712343579569145
82500.0,44.0,etažno grejanje,prizemlje,ima,3.712343579569145
299000.0,105.0,etažno grejanje,5,nema,1.879773134031805
220000.0,163.0,centralno grejanje,2,ima,4.795992586236936
70000.0,35.0,grejanje na struju,3,ima,5.4293662762028285
76000.0,56.0,grejanje na struju,1,ima,12.368626099663864
125000.0,34.0,centralno grejanje,1,ima,2.1299050739714414
90000.0,55.0,centralno grejanje,prizemlje,nema,4.414797131614703
169000.0,71.0,centralno grejanje,2,ima,1.9095079894031264
358400.0,128.0,grejanje na struju,2,ima,0.754555467227327
492000.0,200.0,centralno grejanje,2,ima,1.070080551621901
58900.0,35.0,etažno grejanje,1,ima,4.99686924357952
120000.0,53.0,centralno grejanje,1,nema,6.055042101458558
106890.0,63.0,etažno grejanje,1,ima,4.99686924357952
36000.0,30.0,grejanje na struju,prizemlje,nema,11.026944251258703
2200.0,67.0,etažno grejanje,1,ima,2.211016914454692
72000.0,47.0,centralno grejanje,prizemlje,nema,5.74874720005473
190000.0,90.0,centralno grejanje,4,ima,1.1804777379144709
176000.0,80.0,grejanje na struju,3,ima,0.2507635202879382
160000.0,70.0,centralno grejanje,1,ima,6.981740222984074
145000.0,72.0,centralno grejanje,1,ima,6.703099944683712
110000.0,73.0,etažno grejanje,3,ima,6.0291489815990005
105000.0,53.0,centralno grejanje,2,ima,5.25117670459567
55000.0,34.0,etažno grejanje,prizemlje,ima,6.90958336883542
94900.0,56.0,centralno grejanje,prizemlje,nema,5.809226980679746
89900.0,59.0,etažno grejanje,3,ima,2.8687036292016748
99000.0,61.0,centralno grejanje,7,ima,7.471627532636062
290000.0,116.0,TA peć,prizemlje,ima,0.4044420498064891
126000.0,63.0,centralno grejanje,2,nema,3.598249175501236
156000.0,45.0,centralno grejanje,6,ima,0.2594283414770656
69000.0,40.0,centralno grejanje,1,ima,6.19034668998448
269000.0,86.0,centralno grejanje,2,ima,1.879773134031805
149900.0,138.0,centralno grejanje,prizemlje,ima,10.29576633270327
172000.0,100.0,centralno grejanje,5,ima,3.7174731994575376
57000.0,67.0,centralno grejanje,3,ima,14.887789599438833
95000.0,33.0,centralno grejanje,2,ima,4.621981593511354
52000.0,30.0,grejanje na struju,prizemlje,nema,0.28620330306400016
105000.0,35.0,centralno grejanje,prizemlje,ima,1.5698361860755208
148000.0,48.0,grejanje na struju,2,nema,2.9126589075295186
62000.0,41.0,centralno grejanje,4,ima,6.19034668998448
2200.0,49.0,centralno grejanje,1,ima,2.211016914454692
62000.0,39.0,centralno grejanje,4,ima,6.19034668998448
363000.0,101.0,etažno grejanje,prizemlje,ima,5.920215615295303
89000.0,69.0,etažno grejanje,3,ima,8.50683751498356
39000.0,39.0,etažno grejanje,1,ima,3.9420168895259042
384888.0,116.0,centralno grejanje,5,ima,0.6491339966627081
179000.0,125.0,centralno grejanje,6,ima,0.5006436499952753
115000.0,51.0,centralno grejanje,prizemlje,ima,1.525684079345828
204000.0,79.0,centralno grejanje,3,ima,2.863768889119441
43800.0,28.0,etažno grejanje,1,ima,8.758272925844354
200000.0,81.0,grejanje na struju,5,ima,0.5818897201167976
160000.0,85.0,grejanje na struju,4,ima,7.7467030117958995
89000.0,41.0,centralno grejanje,2,ima,7.054235049411947
148000.0,66.0,centralno grejanje,4,ima,0.9350444016529624
230000.0,74.0,centralno grejanje,2,ima,2.3352096230674784
93000.0,78.0,centralno grejanje,prizemlje,ima,8.039200798219278
285000.0,96.0,centralno grejanje,2,ima,2.1299050739714414
240000.0,110.0,centralno grejanje,3,ima,2.3018358334964746
275000.0,162.0,etažno grejanje,3,ima,4.063795519546777
200000.0,67.0,etažno grejanje,1,nema,1.0980492979087382
185000.0,76.0,centralno grejanje,>7,ima,2.611054211530073
180000.0,61.0,centralno grejanje,1,ima,2.827239875322618
130000.0,49.0,centralno grejanje,6,ima,2.3018358334964746
65000.0,33.0,centralno grejanje,>7,nema,3.764078274853378
150000.0,120.0,centralno grejanje,3,ima,6.817819302482861
97000.0,50.0,centralno grejanje,1,ima,12.11959920077636
106000.0,42.0,centralno grejanje,1,nema,1.9095079894031264
154000.0,66.0,centralno grejanje,3,ima,2.9126589075295186
220000.0,83.0,centralno grejanje,4,ima,0.5818897201167976
105000.0,48.0,centralno grejanje,4,nema,1.834712831486104
90000.0,52.0,grejanje na struju,7,nema,4.819512615933963
318000.0,106.0,centralno grejanje,3,ima,0.6652810056094814
371000.0,106.0,centralno grejanje,2,ima,0.15678107737226396
580000.0,144.0,centralno grejanje,1,nema,0.19231760178087196
180000.0,183.0,centralno grejanje,4,ima,7.7133483142996075
46500.0,38.0,etažno grejanje,1,ima,10.29576633270327
200000.0,92.0,centralno grejanje,1,ima,2.6272298710712385
378000.0,119.0,centralno grejanje,5,ima,2.213538089096682
145000.0,50.0,grejanje na struju,6,ima,1.0509851349577792
150000.0,65.0,grejanje na struju,1,nema,3.560189125246973
75650.0,89.0,etažno grejanje,1,ima,9.443269645941003
143000.0,97.0,etažno grejanje,5,ima,3.6411772795253854
245000.0,98.0,grejanje na struju,1,ima,1.7086221216318838
130000.0,88.0,centralno grejanje,prizemlje,ima,6.657440747109899
345000.0,158.0,grejanje na struju,2,ima,2.32671064325996
220000.0,92.0,centralno grejanje,prizemlje,ima,3.401979151784844
85000.0,37.0,etažno grejanje,1,ima,4.359920312431569
