cena,povrsina,grejanje,spratnost,infrastruktura,udaljenost_od_centra
125000.0,129.0,centralno grejanje,5,nema,6.997654580422821
450000.0,189.0,etažno grejanje,1,ima,2.714254305324766
164000.0,72.0,centralno grejanje,prizemlje,ima,3.8142197201960784
182000.0,80.0,centralno grejanje,prizemlje,ima,3.8142197201960784
309500.0,136.0,centralno grejanje,5,ima,3.8142197201960784
398000.0,175.0,centralno grejanje,5,ima,3.8142197201960784
188700.0,83.0,centralno grejanje,1,ima,3.8142197201960784
94000.0,59.0,centralno grejanje,1,ima,9.18213622475052
61500.0,61.0,grejanje na struju,3,nema,12.39431024170192
87400.0,76.0,grejanje na gas,2,ima,12.39431024170192
192800.0,80.0,centralno grejanje,1,ima,1.0322322904597083
150000.0,102.0,centralno grejanje,prizemlje,ima,10.29576633270327
650000.0,160.0,kaljeva peć,prizemlje,nema,0.2594283414770656
225000.0,48.0,centralno grejanje,1,ima,0.34639317163167943
409000.0,135.0,centralno grejanje,5,ima,4.037884463423132
355000.0,190.0,centralno grejanje,5,ima,2.9774918306406706
150000.0,66.0,centralno grejanje,4,ima,0.6681035060745569
149000.0,49.0,centralno grejanje,1,ima,3.598249175501236
300000.0,126.0,etažno grejanje,5,ima,10.337668516758503
267888.0,79.0,centralno grejanje,2,nema,0.6491339966627081
404888.0,118.0,centralno grejanje,2,nema,0.6491339966627081
253852.0,92.0,etažno grejanje,1,ima,3.7025546503348488
415000.0,106.0,etažno grejanje,1,ima,4.493348355195524
135000.0,45.0,centralno grejanje,3,ima,0.8560962461950152
355000.0,95.0,centralno grejanje,3,nema,1.0909510406158718
250000.0,92.0,centralno grejanje,2,ima,2.0715103600216773
135000.0,64.0,centralno grejanje,1,ima,1.6590151136231073
250000.0,111.0,centralno grejanje,1,nema,1.070080551621901
105000.0,32.0,centralno grejanje,1,nema,0.9491925095706488
460000.0,180.0,centralno grejanje,3,nema,3.741619410894101
506888.0,143.0,centralno grejanje,6,ima,0.6491339966627081
409000.0,135.0,centralno grejanje,5,ima,4.037884463423132
50000.0,32.0,TA peć,suteren,nema,1.4462673996540567
102500.0,57.0,norveški radijatori,3,nema,5.417664174912384
37500.0,26.0,centralno grejanje,prizemlje,ima,7.085133108972692
82000.0,66.0,centralno grejanje,prizemlje,ima,6.225799799231211
118000.0,55.0,centralno grejanje,3,ima,4.008544390446339
125000.0,68.0,centralno grejanje,5,nema,5.858648751285497
84500.0,45.0,centralno grejanje,4,nema,4.037884463423132
105000.0,49.0,centralno grejanje,6,nema,4.0735116550314645
80900.0,50.0,centralno grejanje,1,nema,6.224999879203494
129000.0,64.0,centralno grejanje,1,ima,4.7271454046318295
135000.0,44.0,centralno grejanje,1,ima,0.8560962461950152
220000.0,84.0,etažno grejanje,4,ima,1.070080551621901
1341888.0,152.0,centralno grejanje,4,ima,0.6491339966627081
796888.0,90.0,centralno grejanje,4,ima,0.6491339966627081
601888.0,73.0,centralno grejanje,4,ima,0.6491339966627081
391888.0,119.0,centralno grejanje,2,ima,0.6491339966627081
300000.0,137.0,centralno grejanje,6,ima,4.2896973851783615
271888.0,80.0,centralno grejanje,1,nema,0.6491339966627081
273888.0,84.0,centralno grejanje,5,ima,0.6491339966627081
92400.0,56.0,etažno grejanje,1,nema,6.055042101458558
140000.0,68.0,centralno grejanje,1,nema,3.613281493062914
269900.0,102.0,centralno grejanje,1,nema,2.774250869507895
179000.0,60.0,centralno grejanje,1,ima,2.677602322512736
112500.0,75.0,centralno grejanje,1,ima,2.524477503989631
130000.0,91.0,centralno grejanje,1,nema,7.7467030117958995
2330.0,58.0,centralno grejanje,2,ima,3.5452277188867014
227900.0,106.0,centralno grejanje,5,ima,3.24036261332562
132000.0,60.0,centralno grejanje,4,ima,3.24036261332562
250000.0,83.0,centralno grejanje,>7,ima,1.1804777379144709
125400.0,57.0,podno grejanje,3,ima,4.701286657456567
125400.0,57.0,podno grejanje,2,ima,4.701286657456567
160000.0,64.0,podno grejanje,1,ima,4.701286657456567
155000.0,75.0,centralno grejanje,prizemlje,ima,5.683609052509876
55000.0,17.0,grejanje na struju,prizemlje,nema,0.2507635202879382
195000.0,102.0,etažno grejanje,1,ima,2.266956648004008
140000.0,71.0,grejanje na struju,3,ima,1.1439149391326289
135000.0,50.0,centralno grejanje,6,nema,0.9969734191290364
76900.0,47.0,centralno grejanje,2,ima,4.0735116550314645
285000.0,101.0,centralno grejanje,3,ima,2.3711633748613967
149400.0,83.0,etažno grejanje,2,ima,4.148932839414068
90000.0,45.0,centralno grejanje,prizemlje,nema,2.178308003898012
243000.0,136.0,centralno grejanje,2,ima,4.627809124287993
324000.0,168.0,grejanje na struju,4,ima,7.804169995433672
300000.0,140.0,centralno grejanje,3,ima,1.525684079345828
83000.0,58.0,centralno grejanje,1,ima,8.154849263728945
224888.0,73.0,centralno grejanje,2,ima,0.6491339966627081
628888.0,76.0,centralno grejanje,4,ima,0.6491339966627081
284888.0,80.0,centralno grejanje,1,ima,0.6491339966627081
388888.0,111.0,centralno grejanje,1,ima,0.6491339966627081
473888.0,137.0,centralno grejanje,7,ima,0.6491339966627081
373888.0,115.0,centralno grejanje,5,ima,0.6491339966627081
65000.0,47.0,grejanje na struju,prizemlje,nema,9.578254328513033
48000.0,31.0,grejanje na struju,suteren,nema,2.6518480418479227
253888.0,89.0,centralno grejanje,2,ima,0.6491339966627081
75000.0,83.0,grejanje na struju,suteren,nema,9.646633631460832
145000.0,87.0,centralno grejanje,1,ima,6.224999879203494
195000.0,96.0,etažno grejanje,4,ima,1.6873991474342178
108000.0,57.0,centralno grejanje,2,ima,4.2896973851783615
245888.0,78.0,centralno grejanje,2,ima,0.6491339966627081
177888.0,54.0,centralno grejanje,6,ima,0.6491339966627081
270888.0,82.0,centralno grejanje,1,ima,0.6491339966627081
288000.0,109.0,etažno grejanje,2,ima,0.6058232092352592
220000.0,53.0,centralno grejanje,1,nema,0.19231760178087196
108367.0,57.0,etažno grejanje,prizemlje,ima,3.2151907985026913
75900.0,46.0,centralno grejanje,prizemlje,nema,4.297332714165572
250700.0,109.0,centralno grejanje,6,ima,7.804169995433672
91500.0,50.0,etažno grejanje,1,ima,4.885488511347781
47000.0,31.0,grejanje na struju,prizemlje,nema,3.84199225524683
330000.0,106.0,centralno grejanje,6,nema,2.627957551336704
117000.0,60.0,etažno grejanje,prizemlje,nema,6.312138077856624
158150.0,66.0,podno grejanje,1,ima,3.4006550675256006
183270.0,77.0,etažno grejanje,2,ima,3.4006550675256006
568000.0,107.0,centralno grejanje,1,ima,0.6491339966627081
108367.0,57.0,etažno grejanje,potkrovlje,ima,3.2151907985026913
105917.0,56.0,etažno grejanje,prizemlje,ima,3.2151907985026913
130000.0,60.0,grejanje na struju,prizemlje,nema,1.7059614858217158
80000.0,33.0,centralno grejanje,4,nema,4.297332714165572
135000.0,63.0,centralno grejanje,4,nema,5.17077134263255
219000.0,92.0,centralno grejanje,3,ima,1.3486475653656609
65000.0,46.0,grejanje na struju,2,ima,4.455627102573959
270000.0,83.0,centralno grejanje,4,ima,3.118739001987024
78000.0,20.0,centralno grejanje,prizemlje,nema,0.9191799188218671
139000.0,79.0,centralno grejanje,6,ima,7.088370443213347
161000.0,57.0,centralno grejanje,2,ima,0.4301485593686269
55000.0,35.0,grejanje na struju,prizemlje,nema,1.5261038618634986
175000.0,45.0,centralno grejanje,>7,nema,0.18877515186256694
506888.0,142.0,centralno grejanje,1,ima,0.6491339966627081
160000.0,52.0,etažno grejanje,5,ima,1.5042766095942042
106000.0,59.0,etažno grejanje,1,ima,5.304482623822636
69900.0,33.0,centralno grejanje,prizemlje,nema,5.417664174912384
59000.0,28.0,etažno grejanje,4,ima,6.055042101458558
59500.0,36.0,grejanje na struju,4,ima,6.055042101458558
83000.0,49.0,grejanje na struju,prizemlje,ima,8.324047464945231
185000.0,75.0,centralno grejanje,1,nema,2.015341040269244
130000.0,45.0,centralno grejanje,1,ima,4.780193666484915
62000.0,40.0,centralno grejanje,4,nema,6.626268161439737
110000.0,75.0,centralno grejanje,1,ima,7.156002768863928
175000.0,65.0,centralno grejanje,7,ima,0.1770917255028764
220000.0,95.0,etažno grejanje,3,ima,2.6029079555583605
376000.0,210.0,etažno grejanje,prizemlje,ima,5.725380010299472
299900.0,98.0,etažno grejanje,6,ima,2.611054211530073
480000.0,143.0,etažno grejanje,7,ima,2.611054211530073
249000.0,82.0,etažno grejanje,4,ima,2.611054211530073
146200.0,68.0,centralno grejanje,1,ima,6.703099944683712
114000.0,41.0,centralno grejanje,1,ima,1.975255650206564
144000.0,56.0,centralno grejanje,1,ima,1.975255650206564
139900.0,57.0,centralno grejanje,1,ima,4.1769756454298035
87700.0,48.0,centralno grejanje,7,ima,6.703099944683712
60000.0,30.0,grejanje na struju,1,nema,6.349251554952128
98000.0,57.0,centralno grejanje,0,nema,3.4795726255557926
389888.0,119.0,centralno grejanje,2,nema,0.6491339966627081
960888.0,172.0,centralno grejanje,1,ima,0.6491339966627081
456888.0,125.0,centralno grejanje,1,nema,0.6491339966627081
354888.0,110.0,centralno grejanje,1,ima,0.6491339966627081
264888.0,84.0,centralno grejanje,2,nema,0.6491339966627081
408888.0,116.0,centralno grejanje,2,ima,0.6491339966627081
368888.0,116.0,centralno grejanje,1,ima,0.6491339966627081
130000.0,113.0,centralno grejanje,3,ima,10.860702589349305
296888.0,80.0,centralno grejanje,1,ima,0.6491339966627081
381888.0,119.0,centralno grejanje,2,ima,0.6491339966627081
224888.0,73.0,centralno grejanje,2,nema,0.6491339966627081
259888.0,83.0,centralno grejanje,2,ima,0.6491339966627081
256888.0,75.0,centralno grejanje,1,ima,0.6491339966627081
451888.0,123.0,centralno grejanje,2,ima,0.6491339966627081
304888.0,80.0,centralno grejanje,2,ima,0.6491339966627081
226888.0,71.0,centralno grejanje,1,ima,0.6491339966627081
241888.0,75.0,centralno grejanje,1,ima,0.6491339966627081
185888.0,59.0,centralno grejanje,5,ima,0.6491339966627081
183888.0,58.0,centralno grejanje,3,ima,0.9173951132726984
179080.0,74.0,centralno grejanje,2,ima,3.3165532673750886
179080.0,74.0,centralno grejanje,1,ima,3.3165532673750886
232320.0,96.0,centralno grejanje,prizemlje,ima,3.3165532673750886
125000.0,76.0,centralno grejanje,3,ima,6.504240800467808
60000.0,33.0,grejanje na struju,prizemlje,nema,7.804169995433672
114000.0,57.0,centralno grejanje,2,ima,4.414797131614703
155000.0,61.0,centralno grejanje,1,ima,7.281901494601775
27000.0,38.0,grejanje na struju,prizemlje,ima,13.011735427912786
120000.0,39.0,grejanje na struju,2,nema,0.9216748129140864
250000.0,104.0,etažno grejanje,5,nema,8.892089876704894
361888.0,119.0,centralno grejanje,2,ima,0.6491339966627081
215000.0,78.0,centralno grejanje,2,ima,0.7438158518176539
122000.0,49.0,etažno grejanje,5,ima,5.426113860652009
135000.0,59.0,centralno grejanje,1,ima,2.827239875322618
79000.0,56.0,grejanje na gas,2,ima,7.2220306934977545
55000.0,32.0,TA peć,suteren,nema,2.541407864127496
165000.0,78.0,etažno grejanje,2,ima,5.5909530163739225
85000.0,66.0,TA peć,suteren,nema,6.055042101458558
155000.0,76.0,etažno grejanje,1,nema,3.900640806995521
43500.0,47.0,etažno grejanje,prizemlje,ima,10.559498849937512
137300.0,62.0,centralno grejanje,1,ima,4.596620537124236
403888.0,119.0,centralno grejanje,2,ima,0.6491339966627081
270000.0,144.0,centralno grejanje,7,ima,5.016080328283931
170000.0,115.0,etažno grejanje,1,ima,2.370890414500712
35000.0,36.0,etažno grejanje,prizemlje,nema,14.444190102380269
103000.0,51.0,centralno grejanje,prizemlje,nema,3.479047970110821
228000.0,65.0,centralno grejanje,3,ima,1.3486475653656609
98500.0,50.0,centralno grejanje,1,nema,5.694109960993915
320000.0,107.0,centralno grejanje,3,ima,1.141264488670319
299000.0,105.0,etažno grejanje,5,nema,1.2989252689115287
500000.0,137.0,centralno grejanje,1,nema,2.714254305324766
269000.0,86.0,centralno grejanje,2,ima,1.879773134031805
152000.0,46.0,centralno grejanje,4,ima,0.4782214245508864
1380000.0,290.0,centralno grejanje,2,ima,3.3908802817502126
1080000.0,261.0,centralno grejanje,prizemlje,ima,3.3908802817502126
195000.0,70.0,centralno grejanje,prizemlje,ima,1.4583657233443594
49350.0,32.0,centralno grejanje,2,nema,7.607367589777653
31000.0,35.0,TA peć,3,ima,3.9761382555809055
27000.0,30.0,TA peć,prizemlje,nema,3.789763540645824
89000.0,60.0,grejanje na struju,3,nema,1.7481448792101058
59000.0,57.0,grejanje na struju,4,ima,4.318776049757788
178000.0,92.0,etažno grejanje,3,ima,0.9350444016529624
199000.0,153.0,centralno grejanje,prizemlje,ima,0.8653806412661181
299000.0,114.0,etažno grejanje,1,ima,2.6809241038138665
110000.0,33.0,centralno grejanje,4,nema,6.703099944683712
117000.0,40.0,centralno grejanje,3,nema,1.247215796362258
91000.0,46.0,centralno grejanje,prizemlje,nema,4.008544390446339
755888.0,87.0,centralno grejanje,4,ima,0.6491339966627081
649888.0,76.0,centralno grejanje,4,ima,0.6491339966627081
102000.0,51.0,centralno grejanje,1,ima,4.297332714165572
120000.0,73.0,grejanje na gas,3,ima,6.8742286573346805
130000.0,100.0,centralno grejanje,3,ima,10.860702589349305
180600.0,86.0,centralno grejanje,1,ima,4.1416484160727824
47520.0,48.0,norveški radijatori,3,ima,4.969908216932034
101800.0,84.0,centralno grejanje,4,ima,6.405399490885526
130000.0,81.0,centralno grejanje,1,ima,7.054235049411947
160000.0,80.0,grejanje na struju,1,ima,0.8559826283749792
195000.0,66.0,centralno grejanje,prizemlje,ima,4.0735116550314645
110000.0,78.0,centralno grejanje,1,ima,6.132566652624131
125000.0,52.0,centralno grejanje,6,ima,3.5801516292213327
170000.0,102.0,centralno grejanje,>7,ima,4.2896973851783615
396000.0,205.0,centralno grejanje,2,nema,0.42666109115793055
118000.0,67.0,centralno grejanje,1,ima,2.827239875322618
239900.0,115.0,etažno grejanje,1,ima,0.7847696277326253
300000.0,88.0,centralno grejanje,prizemlje,ima,3.757997717742878
570000.0,230.0,etažno grejanje,prizemlje,ima,4.291436980957841
180000.0,85.0,etažno grejanje,2,nema,0.3897259491058511
112000.0,60.0,grejanje na struju,3,nema,1.1097776547791751
370000.0,123.0,centralno grejanje,1,nema,0.5818897201167976
65000.0,46.0,grejanje na struju,2,nema,4.455627102573959
140000.0,150.0,etažno grejanje,suteren,nema,1.799299514122067
180000.0,65.0,centralno grejanje,6,ima,2.714254305324766
249000.0,155.0,centralno grejanje,3,nema,5.572163540931327
91200.0,46.0,centralno grejanje,7,ima,5.954522512176031
160000.0,80.0,etažno grejanje,3,ima,3.3310403768950017
200000.0,92.0,centralno grejanje,1,ima,4.2896973851783615
41000.0,51.0,TA peć,prizemlje,ima,7.406703203500098
91200.0,46.0,centralno grejanje,7,ima,5.954522512176031
51000.0,50.0,etažno grejanje,3,nema,7.892274174086491
55000.0,54.0,etažno grejanje,3,nema,7.892274174086491
130000.0,45.0,centralno grejanje,1,ima,4.780193666484915
88800.0,48.0,etažno grejanje,1,nema,5.533022836943176
132600.0,115.0,grejanje na gas,1,ima,8.035238336368336
607888.0,75.0,centralno grejanje,4,ima,0.6491339966627081
230.0,63.0,centralno grejanje,prizemlje,nema,8.154849263728945
236000.0,88.0,centralno grejanje,1,ima,4.621981593511354
243000.0,121.0,centralno grejanje,7,ima,4.1416484160727824
80000.0,76.0,TA peć,1,ima,9.859482953864466
99500.0,40.0,norveški radijatori,prizemlje,nema,7.804169995433672
45000.0,53.0,centralno grejanje,suteren,nema,6.405399490885526
299000.0,97.0,etažno grejanje,1,ima,2.8643540525595643
49350.0,32.0,centralno grejanje,1,ima,7.607367589777653
51900.0,34.0,centralno grejanje,1,ima,7.607367589777653
200000.0,100.0,centralno grejanje,6,nema,7.471627532636062
220000.0,110.0,centralno grejanje,6,nema,7.471627532636062
140000.0,65.0,TA peć,prizemlje,nema,0.4500688311102184
46000.0,30.0,centralno grejanje,prizemlje,nema,5.852182522926781
191400.0,87.0,centralno grejanje,3,nema,7.471627532636062
220000.0,100.0,centralno grejanje,2,nema,7.471627532636062
272800.0,124.0,centralno grejanje,2,nema,7.471627532636062
136300.0,58.0,etažno grejanje,prizemlje,ima,2.722296838029078
78750.0,48.0,etažno grejanje,2,ima,8.758272925844354
149990.0,87.0,centralno grejanje,1,ima,2.015341040269244
221500.0,92.0,centralno grejanje,prizemlje,ima,3.7025546503348488
160000.0,70.0,centralno grejanje,1,ima,6.981740222984074
160900.0,66.0,centralno grejanje,prizemlje,nema,3.598249175501236
85000.0,33.0,centralno grejanje,2,nema,0.2507635202879382
107000.0,88.0,etažno grejanje,3,ima,7.4259106084394
103000.0,48.0,grejanje na struju,4,ima,0.6058232092352592
200000.0,103.0,centralno grejanje,1,ima,1.288108360912944
250000.0,87.0,centralno grejanje,prizemlje,nema,3.53178883913707
1000000.0,640.0,etažno grejanje,>7,ima,7.471627532636062
319000.0,103.0,centralno grejanje,1,ima,0.9191799188218671
63800.0,32.0,etažno grejanje,2,nema,4.627809124287993
209000.0,114.0,centralno grejanje,7,nema,6.204174773283748
480000.0,178.0,etažno grejanje,2,nema,5.370384456983516
112000.0,61.0,etažno grejanje,3,ima,4.139877867697822
69000.0,54.0,TA peć,2,nema,5.555408164324431
63000.0,45.0,centralno grejanje,5,nema,7.022774279290951
130000.0,46.0,TA peć,1,nema,0.9191799188218671
299000.0,133.0,TA peć,1,nema,0.7847696277326253
198000.0,82.0,centralno grejanje,3,nema,1.8788327208475573
101000.0,45.0,centralno grejanje,prizemlje,nema,5.5110794917028665
159000.0,65.0,TA peć,2,nema,0.2507635202879382
85000.0,60.0,TA peć,prizemlje,nema,6.19034668998448
120800.0,50.0,etažno grejanje,prizemlje,nema,3.4006550675256006
76600.0,45.0,etažno grejanje,suteren,nema,3.4006550675256006
142200.0,56.0,etažno grejanje,4,ima,4.0693563578372
246000.0,123.0,centralno grejanje,3,ima,3.5491361309144254
173888.0,55.0,centralno grejanje,7,ima,1.6695696906289652
162800.0,74.0,grejanje na struju,1,nema,2.015341040269244
250000.0,110.0,centralno grejanje,5,ima,1.070080551621901
69900.0,34.0,norveški radijatori,prizemlje,nema,5.417664174912384
78750.0,45.0,centralno grejanje,1,ima,6.829840542569317
37800.0,27.0,etažno grejanje,2,ima,8.830291345745577
41190.0,29.0,etažno grejanje,2,ima,8.830291345745577
135000.0,70.0,etažno grejanje,prizemlje,ima,4.272886557937058
160000.0,138.0,centralno grejanje,3,ima,6.64021458445816
115000.0,108.0,centralno grejanje,3,ima,6.64021458445816
180000.0,117.0,centralno grejanje,3,ima,6.829840542569317
202000.0,100.0,centralno grejanje,prizemlje,nema,4.0361144033586225
196000.0,98.0,centralno grejanje,3,ima,5.482195906771167
94000.0,47.0,etažno grejanje,prizemlje,ima,6.817819302482861
242920.0,121.0,centralno grejanje,7,ima,4.1416484160727824
291888.0,79.0,centralno grejanje,1,nema,0.6491339966627081
169130.0,78.0,podno grejanje,6,ima,4.1416484160727824
218160.0,101.0,podno grejanje,4,ima,4.1416484160727824
223800.0,104.0,podno grejanje,7,ima,4.1416484160727824
173880.0,80.0,podno grejanje,prizemlje,ima,4.1416484160727824
182500.0,73.0,etažno grejanje,3,ima,3.53178883913707
243650.0,97.0,etažno grejanje,3,ima,3.53178883913707
2330.0,49.0,centralno grejanje,2,ima,3.5452277188867014
360000.0,95.0,centralno grejanje,5,ima,2.725412704784268
65000.0,32.0,centralno grejanje,4,ima,10.502604695310662
105000.0,60.0,grejanje na struju,2,ima,3.712343579569145
255000.0,105.0,centralno grejanje,1,ima,2.8972359647441865
348000.0,113.0,centralno grejanje,4,ima,1.1637496549025328
160000.0,70.0,centralno grejanje,1,ima,6.981740222984074
106400.0,66.0,centralno grejanje,6,ima,5.908135197595343
31000.0,30.0,grejanje na struju,prizemlje,nema,1.2115365340624398
195000.0,85.0,centralno grejanje,2,ima,5.411141921571456
175000.0,83.0,centralno grejanje,3,ima,5.411141921571456
650000.0,260.0,etažno grejanje,3,ima,3.648312157333808
89300.0,47.0,etažno grejanje,2,ima,4.864638368574638
220000.0,83.0,centralno grejanje,3,ima,0.5818897201167976
187000.0,75.0,grejanje na struju,1,ima,3.6478774800042033
112000.0,47.0,centralno grejanje,3,ima,1.7110659832468362
50000.0,21.0,grejanje na struju,3,nema,1.5784521202377004
160000.0,101.0,centralno grejanje,5,ima,3.7174731994575376
105030.0,38.0,centralno grejanje,1,ima,2.3117882618405594
286888.0,80.0,centralno grejanje,1,nema,0.6491339966627081
139000.0,35.0,etažno grejanje,3,nema,0.19231760178087196
380000.0,150.0,centralno grejanje,4,ima,3.7640938536955213
116999.0,40.0,grejanje na struju,3,nema,1.247215796362258
104500.0,50.0,etažno grejanje,4,ima,2.9302148089207245
186000.0,96.0,centralno grejanje,1,ima,6.703099944683712
125000.0,50.0,centralno grejanje,2,ima,4.291436980957841
110000.0,44.0,centralno grejanje,2,ima,4.291436980957841
82500.0,33.0,centralno grejanje,2,nema,4.291436980957841
32000.0,24.0,TA peć,1,nema,6.857871170408644
195000.0,72.0,etažno grejanje,7,nema,5.462031572625464
270000.0,120.0,centralno grejanje,1,ima,2.6029079555583605
115000.0,55.0,etažno grejanje,prizemlje,ima,3.7025546503348488
129000.0,79.0,centralno grejanje,3,ima,3.998177263056996
1387888.0,161.0,centralno grejanje,4,ima,0.6491339966627081
177888.0,54.0,centralno grejanje,6,ima,0.6491339966627081
177390.0,65.0,centralno grejanje,prizemlje,ima,2.3117882618405594
177390.0,65.0,centralno grejanje,1,ima,2.3117882618405594
288360.0,106.0,centralno grejanje,5,ima,2.3117882618405594
288360.0,106.0,centralno grejanje,6,ima,2.3117882618405594
87000.0,67.0,grejanje na struju,1,nema,12.017647255338664
295000.0,270.0,etažno grejanje,prizemlje,ima,5.725380010299472
65000.0,47.0,grejanje na struju,1,ima,8.146915991042896
74400.0,62.0,etažno grejanje,3,ima,6.060127517899589
415000.0,106.0,centralno grejanje,1,nema,4.493348355195524
168000.0,96.0,grejanje na struju,3,ima,1.748708858031744
110000.0,46.0,centralno grejanje,5,ima,4.051353937665526
109000.0,57.0,norveški radijatori,3,nema,5.417664174912384
105000.0,40.0,centralno grejanje,prizemlje,ima,2.32671064325996
144900.0,50.0,grejanje na struju,6,ima,1.0509851349577792
172500.0,75.0,centralno grejanje,1,ima,0.5901342755263618
248000.0,99.0,centralno grejanje,6,ima,1.4606652454625202
57900.0,41.0,norveški radijatori,3,nema,5.040949656257533
27000.0,70.0,grejanje na struju,3,nema,13.576225677394463
199000.0,88.0,centralno grejanje,3,ima,3.97867537742446
196000.0,89.0,etažno grejanje,7,ima,8.892089876704894
89000.0,67.0,grejanje na gas,1,ima,7.46301082402878
107000.0,58.0,centralno grejanje,2,nema,4.341494276123049
82000.0,70.0,grejanje na struju,4,ima,8.379993447979487
92300.0,71.0,grejanje na gas,prizemlje,nema,9.795800662551077
96200.0,74.0,grejanje na gas,prizemlje,nema,9.795800662551077
95000.0,66.0,centralno grejanje,2,ima,5.411141921571456
106000.0,51.0,grejanje na struju,1,nema,4.32492206535977
232011.0,85.0,centralno grejanje,6,ima,2.3117882618405594
277074.0,102.0,centralno grejanje,7,ima,2.3117882618405594
211545.0,78.0,centralno grejanje,7,ima,2.3117882618405594
850000.0,260.0,grejanje na gas,prizemlje,ima,4.763170124140623
45000.0,49.0,grejanje na struju,1,nema,7.401996356482392
41000.0,33.0,centralno grejanje,prizemlje,nema,7.7650400845550545
257445.0,95.0,centralno grejanje,5,ima,2.3117882618405594
121392.0,44.0,centralno grejanje,prizemlje,nema,2.3117882618405594
282366.0,104.0,centralno grejanje,4,ima,2.3117882618405594
105030.0,38.0,centralno grejanje,prizemlje,ima,2.3117882618405594
219000.0,87.0,centralno grejanje,3,ima,1.3486475653656609
135000.0,55.0,centralno grejanje,1,ima,2.4678766570974933
169000.0,67.0,centralno grejanje,1,ima,3.3165532673750886
69900.0,66.0,grejanje na gas,2,ima,8.297271586056493
99000.0,45.0,grejanje na struju,3,ima,0.9191799188218671
180000.0,83.0,grejanje na struju,3,ima,7.804169995433672
150000.0,90.0,grejanje na gas,2,ima,8.258671230883156
202000.0,80.0,centralno grejanje,7,nema,4.008544390446339
182500.0,73.0,centralno grejanje,7,nema,4.008544390446339
260000.0,91.0,centralno grejanje,prizemlje,nema,1.4462673996540567
138000.0,67.0,grejanje na struju,6,ima,0.42666109115793055
143000.0,87.0,centralno grejanje,1,ima,6.224999879203494
395000.0,158.0,etažno grejanje,prizemlje,ima,5.998808294142577
219000.0,100.0,centralno grejanje,3,ima,1.288108360912944
237000.0,79.0,centralno grejanje,2,ima,0.40157234443861617
110000.0,65.0,centralno grejanje,4,ima,4.780193666484915
205000.0,64.0,centralno grejanje,2,ima,2.0715103600216773
57000.0,76.0,etažno grejanje,prizemlje,nema,8.24441110561286
97000.0,55.0,centralno grejanje,5,ima,4.71534996293484
133000.0,74.0,grejanje na struju,5,nema,1.1097776547791751
121500.0,64.0,centralno grejanje,3,nema,0.9350444016529624
135960.0,46.0,centralno grejanje,3,ima,4.142521076655837
103250.0,46.0,centralno grejanje,prizemlje,ima,5.5110794917028665
95000.0,60.0,centralno grejanje,4,ima,5.313126204117936
120000.0,74.0,centralno grejanje,1,ima,6.703099944683712
209000.0,74.0,centralno grejanje,1,ima,2.690758144074218
100000.0,50.0,grejanje na struju,prizemlje,nema,1.857818381209793
37000.0,66.0,centralno grejanje,2,ima,10.377915281956515
75000.0,30.0,centralno grejanje,1,ima,6.981740222984074
46500.0,30.0,grejanje na struju,suteren,nema,0.28620330306400016
84000.0,41.0,centralno grejanje,2,ima,5.683609052509876
102000.0,74.0,grejanje na struju,1,ima,7.2933450847673225
130000.0,50.0,etažno grejanje,prizemlje,nema,1.288108360912944
200000.0,67.0,etažno grejanje,1,nema,1.0980492979087382
130000.0,60.0,centralno grejanje,5,ima,1.4704996292872836
156900.0,76.0,centralno grejanje,2,ima,3.598249175501236
109900.0,50.0,centralno grejanje,2,nema,2.827239875322618
89000.0,67.0,centralno grejanje,1,ima,8.069760388899033
132000.0,55.0,centralno grejanje,1,ima,6.981740222984074
134900.0,75.0,centralno grejanje,1,ima,5.482195906771167
135000.0,96.0,centralno grejanje,3,ima,8.8582763270524
112000.0,64.0,centralno grejanje,7,nema,4.1769756454298035
105000.0,35.0,centralno grejanje,prizemlje,nema,2.1952507010584967
47000.0,27.0,grejanje na struju,prizemlje,nema,6.6530236325844765
189000.0,112.0,grejanje na gas,1,ima,7.343773769831586
97000.0,52.0,centralno grejanje,4,ima,6.721132463371888
250000.0,71.0,centralno grejanje,5,ima,4.142521076655837
205000.0,64.0,centralno grejanje,2,ima,2.0715103600216773
79000.0,33.0,etažno grejanje,4,ima,3.6478774800042033
109000.0,93.0,centralno grejanje,2,ima,6.539188073663465
950000.0,330.0,centralno grejanje,6,ima,2.6272298710712385
156000.0,82.0,centralno grejanje,3,ima,5.8965261101217115
449990.0,213.0,centralno grejanje,6,ima,3.598249175501236
145000.0,80.0,centralno grejanje,5,ima,5.858648751285497
134000.0,67.0,etažno grejanje,prizemlje,ima,2.6518480418479227
220000.0,92.0,centralno grejanje,prizemlje,ima,3.401979151784844
113000.0,74.0,centralno grejanje,1,ima,6.703099944683712
72000.0,50.0,centralno grejanje,prizemlje,nema,2.225320067056399
150000.0,103.0,centralno grejanje,6,ima,7.054235049411947
184600.0,84.0,etažno grejanje,prizemlje,nema,2.8235172688362313
135500.0,71.0,etažno grejanje,1,ima,2.8235172688362313
135500.0,71.0,etažno grejanje,2,ima,2.8235172688362313
148200.0,78.0,etažno grejanje,3,ima,2.8235172688362313
252000.0,174.0,centralno grejanje,7,ima,5.478979686100881
94000.0,65.0,centralno grejanje,4,ima,7.44268327333883
